"rotulo","provincia","direccion"
"NTRA. SRA. DE LA ANTIGUA S. COOP. DE CLM","TOLEDO","CARRETERA TURLEQUE, S/Nº KM."
"HNOS.FERNANDEZ","TOLEDO","CL MANZANEQUE 92 (C-400 km 32)"
"OILNAVA","TOLEDO","AVENIDA CORDOBA, 2"
"GAMOSA, S COOP DE CLM","TOLEDO","CAMINO MALENA, S/N"
"NAVALGAS, S.COOP. DE CLM","TOLEDO","AVDA. DE LA ILUSTRACION, 9"
"GASONAVA","TOLEDO","CARRERA DE CABALLOS, S/N."
"PETROSERVICE","TOLEDO","POLIGONO LA CARBONERA, S/N"
"PETRONOBLE","TOLEDO","CALLE AGUA, 2"
"BP","TOLEDO","CARRETERA YUNCOS-NUMANCIA DE LA SAGRA KM. S/N"
"GALP","TOLEDO","AUTOPISTA AUTOPISTA AP41 KM. 31,760"
"ECOSUMINISTROS 24 H K40","TOLEDO","CALLE DE LOS TRANSPORTISTAS, 20"
"LA MESA DE OCAÑA","TOLEDO","CARRETERA ANTIGUA DE YEPES KM. S/N"
"OPENGAS","TOLEDO","CALLE CTRA. CABAÑAS, 2"
"V.O.","TOLEDO","CARRETERA CTRA.N-301 KM. 67"
"GASOLEORGAZ, S COOP DE CLM","TOLEDO","CARRERA SONSECA, 27"
"GALP","TOLEDO","CALLE POLIGONO 6, 104"
"AGROPECUARIA SANTO CRISTO,S.COOP. DE C-LM","TOLEDO","CAMINO VIEJO DE GÁLVEZ S/N, S/N"
"NTRA.SRA.PAZ  PORTILLO","TOLEDO","CAMINO DEL PRADO, S/N."
"PETRONOR","TOLEDO","CARRETERA NAVAHERMOSA -QUINTANAR DE LA ORDEN KM. 129,600"
"COOP.NTRA.SRA.DEL EGIDO","TOLEDO","CALLE DEL VINO, 1"
"COOP.NTRA.SRA.SOLEDAD","TOLEDO","CALLE LAS CUMBRES, 1"
"FARRUCO S.A.","TOLEDO","CM-4000 km P.K.29,0"
"COOP. SANTA CRUZ DE LA JARA","TOLEDO","CALLE LOS MOLINOS, S/N"
"COOP. SAN ANTON","TOLEDO","CAMINO DE LA DEHESA, S/N."
"COOP. NTRA.SRA.DEL PILAR","TOLEDO","CAMINO ALCAZAR, S/N"
"PETROQUINTANAR, C COOP DE CLM","TOLEDO","CAMINO CEMENTERIO, S/N"
"VIMAR HIDROCARBUROS SL","TOLEDO","AVENIDA IV CENTENARIO, 58"
"PETROCOES","TOLEDO","AVENIDA IV CENTENARIO, 42"
"PETRORECAS","TOLEDO","CALLE DOCTOR CABAÑAS, 16"
"COOP. SAN SEBASTIAN","TOLEDO","CALLE ANCHA, 125"
"COOP. NTRA.SRA. DE GRACIA","TOLEDO","CTRA. MENASALBAS, KM. 10,8"
"SAN SEBASTIAN DE PUSA","TOLEDO","CARRERA CM 401, KM. 78.5, 78,5"
"COOP. LA COSECHA","TOLEDO","CALLE MAGALLANES, 46"
"NUBOIL","TOLEDO","CARRETERA MADRID-BADAJOZ N-V KM. 57,600"
"GASOLEOS SANTA CRUZ","TOLEDO","CAMINO PORTILLO, S/N"
"FARRUCO S.A.","TOLEDO","SAN ROQUE, 3"
"FARRUCO S.A.","TOLEDO","CN-403 km P.K. 36,7"
"CEPSA","TOLEDO","AUTOPISTA R-4 (MRG.DCHO.) KM. 19,7"
"REPSOL","TOLEDO","AUTOVIA A-4 KM. 36,5"
"CEPSA","TOLEDO","AUTOPISTA R-4 (MRG.IZDO.) KM. 19,7"
"IDS","TOLEDO","CTRA. N-IV km 32"
"E.LECLERC","TOLEDO","CARRETERA ILLESCAS CRONISTA LA REINA KM. 40"
"PETROLEOS DE SONSECA","TOLEDO","CALLE COOPERATIVA, 2"
"PETROLEOS MARTIN CORPORATION","TOLEDO","CARRETERA N-401 KM. 94"
"BP TALVAR","TOLEDO","AV EXTREMADURA  1"
"EDAN (REPSOL)","TOLEDO","AVENIDA EXTREMADURA, 25"
"ONE1OIL GASOLINERAS","TOLEDO","CALLE ROSA DE LUXEMBURGO, 18"
"REPSOL","TOLEDO","AUTOVIA A-V KM. 125,750"
"AZUL-OIL","TOLEDO","AVENIDA PORTUGAL, 63"
"BALLENOIL","TOLEDO","CALLE VICENTE LEIVA, 33"
"ITV LA FLORESTA","TOLEDO","AVENIDA PORTUGAL, 97"
"COOP. SAN FRANCISCO DE ASIS","TOLEDO","CARRETERA CALERA KM. 5,800"
"COOP. CRISTO DE LA PALMA","TOLEDO","CALLE TOLEDO, S/N"
"GALP","TOLEDO","Autovía N-IV km 99,500"
"COOP. LA HUMILDAD","TOLEDO","AVENIDA CASTILLA LA MANCHA, 51"
"REPSOL","TOLEDO","AVENIDA MADRID, 41"
"ALCAMPO","TOLEDO","AUTOVIA 42 KM. 65"
"CEPSA","TOLEDO","CTRA. TOLEDO - AVILA km 2,5"
"AVIA","TOLEDO","CALLE RIO JARAMA, 45"
"PETROPRIX","TOLEDO","CALLE RIO JARAMA, 74"
"NATURGY TOLEDO","TOLEDO","CALLE RIO JARAMA, 51"
"CEPSA","TOLEDO","AVENIDA TOLEDO, 2"
"AVIA","TOLEDO","CALLE TEJAR, 69"
"COOP. NTRA.SRA.DEL ROSARIO","TOLEDO","CAMINO DE MORA, 50"
"HENERGY","TOLEDO","CARRETERA CM4008A (UGENA-CARRANQUE) KM. 3"
"COOP. STMO.CTO.VERACRUZ","TOLEDO","CARRETERA ESTACION KM. 2"
"FARRUCO S.A.","TOLEDO","CM-4003 km P.K.32,4"
"PETROVENTAS, S.COOP. DE C-LM","TOLEDO","CALLE PEDRO GARRIDO, S/N"
"COOP. SAN ISIDRO DE LA VILLA","TOLEDO","CALLE ORTIZA, 3"
".ES CARBURANTES","TOLEDO","CALLE ORTIGOSA, 43"
"GFM CA","TOLEDO","CALLE LAS CABEZAS, 26"
"DELFINOIL","TOLEDO","CALLE PEÑUELA, 13"
"SUMINISTROS VILLACAÑAS","TOLEDO","CALLE SANTA ANA, S/N"
"UNION AGRICULTORES VILLAFRANCA","TOLEDO","CALLE DEL SANTO, S/N"
"CRISTO DE SANTA ANA, S. COOP. DE CLM","TOLEDO","CARRETERA HERENCIA, S/N KM."
"VILLAOIL, S COOP DE CLM","TOLEDO","CARRETERA VILLAMUELAS VILLANUEVA DE BOGAS KM. S/N"
"BODEGAS ALCARDET/ NTRA.SRA.PILAR DE VVA.ALCARDETE","TOLEDO","CALLE EXTRAMUROS, S/N"
"COOP. SAN ISIDRO DE VVA.ALCARDETE","TOLEDO","CAMINO PANIFICADORA, S/N"
"PETROBOGAS","TOLEDO","CALLE TEMBLEQUE, 24"
"PETROCASTELAR, S COOP DE CLM","TOLEDO","CALLE CIRILO CANTERO, 14"
"VEGA-MELGAR S.COOP. DE C.L.M","TOLEDO","PASEO ESTACION, S/N"
"TOBASPETRO","TOLEDO","CALLE SANTA MISION, 19"
"ASOCIACION LOS YEBENES","TOLEDO","CALLE TARRAGONA, S/N"
"SOCIEDAD COOPERATIVA DE TRANSPORTES DE LOS YEBENES","TOLEDO","POLIGONO LA CAÑADA, S/N"
"PETROYEPES","TOLEDO","CAMINO CIRUELOS, 2"
"REPSOL","TOLEDO","AVENIDA CASTILLA LA MANCHA, 1"
"REPSOL","TOLEDO","CALLE CARLOS I, 8"
"GASOLINERA AGULLENT","VALENCIA / VALÈNCIA","CARRETERA ONTINYENT KM. 1"
"BP","VALENCIA / VALÈNCIA","AUTOVIA VALENCIA/ ALCOY CV 40 KM. 14"
"GALP - AMERICAN PETROL","VALENCIA / VALÈNCIA","CL. ALADRERS, 16 POLIGONO INDUSTRIAL ELS MOLLONS"
"ECOIL LEVANTE","VALENCIA / VALÈNCIA","CALLE CUENCA, 95"
"BENZINA ALAQUAS","VALENCIA / VALÈNCIA","TRAVESSERA BOVALAR, 82"
"BP","VALENCIA / VALÈNCIA","AVENIDA PABLO IGLESIAS, 69"
"BALLENOIL","VALENCIA / VALÈNCIA","CALLE CUENCA, 65"
"MOLGAS","VALENCIA / VALÈNCIA","CALLE MARIANA PINEDA, 7"
"GASOLBEN","VALENCIA / VALÈNCIA","AVENIDA JOSEP GINER I MARCO DE, 2"
"GASOLWIN","VALENCIA / VALÈNCIA","CALLE HORT DE MIRALLES, 5"
"LOWCOST24H","VALENCIA / VALÈNCIA","AVENIDA PADRE CARLOS FERRIS, 11"
"BIOMAR OIL SL","VALENCIA / VALÈNCIA","CALLE OCHO, 7"
"BALLENOIL","VALENCIA / VALÈNCIA","CALLE UE3-SECTOR2.A3, 1"
"CEPSA","VALENCIA / VALÈNCIA","CARRETERA A-35 KM. 670,9"
"BP BERTA","VALENCIA / VALÈNCIA","CARRETERA CR N-340 BARCELONA-CADIZ KM 861 KM. 841"
"ALCAMPO S.A.","VALENCIA / VALÈNCIA","C.C.ALCAMPO km A-7 SAL 2"
"BZ ALBORAYA","VALENCIA / VALÈNCIA","CALLE CERAMISTES, 1"
"REPSOL","VALENCIA / VALÈNCIA","AVENIDA MEDITERRANEO, 12"
"AGRICOLA SAN JOSE ALCASSER COOP.V.","VALENCIA / VALÈNCIA","AVENIDA TORRENT, S/N"
"CEPSA","VALENCIA / VALÈNCIA","V-3065 km 25"
"BALLENOIL","VALENCIA / VALÈNCIA","CARRER DELS FUSTERS, 8"
"FACE PETROLEUM","VALENCIA / VALÈNCIA","CALLE TEIXIDORS, S/N"
"E.S. EL SERRALLO","VALENCIA / VALÈNCIA","AVENIDA ANTONIO ALMELA, 1"
"PETROMAX","VALENCIA / VALÈNCIA","AVENIDA COMTE SERRALLO, 26"
"CAMPSA EXPRESS","VALENCIA / VALÈNCIA","CALLE REPUBLICA ARGENTINA, S/N"
"EL CANARI","VALENCIA / VALÈNCIA","VIAL LA COSTERA, 20"
"BIOENER","VALENCIA / VALÈNCIA","CALLE RIU XUQUER, 58"
"ECOIL LEVANTE","VALENCIA / VALÈNCIA","CAMI DE LA LLOMA, 2"
"SHELL","VALENCIA / VALÈNCIA","CALLE PARTIDA DE ZAMARRA, 13"
"BALLENOIL","VALENCIA / VALÈNCIA","CALLE MIGUEL HERNANDEZ, 35"
"VCC ALFAFAR","VALENCIA / VALÈNCIA","CALLE DOCTOR VENTURA ALABAU, 1"
"ROYAL OIL","VALENCIA / VALÈNCIA","CALLE DOCTOR VENTURA ALABAU, 11"
"CARREFOUR","VALENCIA / VALÈNCIA","AVENIDA DE LA ALBUFERA, S/N"
"DUROIL","VALENCIA / VALÈNCIA","CALLE CRUILLES, 4"
"BALLENOIL","VALENCIA / VALÈNCIA","CALLE VALENCIA, 206"
"OIL CITY","VALENCIA / VALÈNCIA","CALLE RONDA DEL CALVARI, 73"
"COOP EL PORVENIR","VALENCIA / VALÈNCIA","AVENIDA VALENCIA, 10"
"VCC ALGINET","VALENCIA / VALÈNCIA","CALLE CENSAL DEL, 17"
"CRIEL","VALENCIA / VALÈNCIA","POLIGONO NORTE, 1"
"S2","VALENCIA / VALÈNCIA","AVDA. BLASCO IBAÑEZ, S/N"
"BALLENOIL","VALENCIA / VALÈNCIA","CALLE DELS PINTORS, 5"
"COAGAL","VALENCIA / VALÈNCIA","POLIGONO PG I. JUAN CARLOS I, C/TRAMUNTANA, 7"
"CCOOPERATIVA DE ALPUENTE","VALENCIA / VALÈNCIA","POLIGONO PARCELAS 281 Y 283, 281/283"
"MASOIL","VALENCIA / VALÈNCIA","CALLE GANDIA, 24"
"ALZICOOP CARBURANTS","VALENCIA / VALÈNCIA","ALZIRA/CARCAIXENT km 0.400"
"LOW COST ALZIRA","VALENCIA / VALÈNCIA","POLIGONO CARRETERA ALBALAT, 93"
"CEPSA","VALENCIA / VALÈNCIA","BENITO PEREZ GALDOS, 68"
"CARREFOUR","VALENCIA / VALÈNCIA","CARRETERA DE ALBALAT, SN KM."
"BALLENOIL","VALENCIA / VALÈNCIA","CALLE PROYECTO, 14"
"COOP. SANT BERNAT","VALENCIA / VALÈNCIA","POLIGONO CALLE SOGUERS, 9"
"BDMED","VALENCIA / VALÈNCIA","AVENIDA VICENTE VIDAL, S/N"
"CAMPSA EXPRESS","VALENCIA / VALÈNCIA","PLAZA ALICANTE, S/N"
"ES HIGUERUELAS","VALENCIA / VALÈNCIA","CARRETERA VILLAR- LA YESA KM. 9,1"
"CARBURANTES Y SERVICIOS AYORA SL","VALENCIA / VALÈNCIA","CALLE III POL.IND. SAN ANTON"
"LA AYORENSE CARBURANTES","VALENCIA / VALÈNCIA","CALLE FUENTEZUELA, 45"
"LOWCOST BENAGUACIL","VALENCIA / VALÈNCIA","CALLE FRAY LUIS AMIGO, 38"
"RURAL SAN VICENTE FERRER","VALENCIA / VALÈNCIA","CRUCE CALLES COOPERATIVA Y JUAN SUBIELA"
"DUROIL","VALENCIA / VALÈNCIA","CALLE FRAY LUIS AMIGÓ, 37"
"GALP","VALENCIA / VALÈNCIA","CARRETERA CV-42 KM. 14,50"
"SAT BEATA INES","VALENCIA / VALÈNCIA","AVENIDA ALBAIDA, S/N"
"CAMPSA EXPRESS","VALENCIA / VALÈNCIA","CARRETERA VP-1022 KM. 2,2"
"GASOLBEN","VALENCIA / VALÈNCIA","CALLE CREMADES, 17"
"COOPERATIVA DE BENISANO","VALENCIA / VALÈNCIA","POLIGONO ELS PEDREGALS, S/N"
"MULTIMARCA COMBUSTIBLES","VALENCIA / VALÈNCIA","CARRETERA VALENCIA - ADEMUZ KM. 22"
"GASEXPRESS","VALENCIA / VALÈNCIA","CALLE TITETA, 1"
"BENZINA","VALENCIA / VALÈNCIA","CALLE ISLAS BALEARES, 2"
"PETROPRIX","VALENCIA / VALÈNCIA","AVENIDA AVD ILUSTRACION 2(1),AR TERCIARIO ADEMUZ, SN"
"BALLENOIL","VALENCIA / VALÈNCIA","CALLE VICTOR OROVAL I TOMAS, 7"
"AGRICAR","VALENCIA / VALÈNCIA","CALLE EMILIO DONAT, S/N"
"PETROPRIX","VALENCIA / VALÈNCIA","CARRETERA ALZIRA-CARCAIXENT CV-41 KM. 1,930"
"GALP","VALENCIA / VALÈNCIA","N-340 P.I. La Reina km 875,700"
"VCC CARLET","VALENCIA / VALÈNCIA","CARRETERA CREU NEGRA KM. 3"
"COOPERATIVA AGRICOLA DE CASINOS","VALENCIA / VALÈNCIA","CL PELAYO Nº8"
"E.S.SANTA BARBARA CAMPSA","VALENCIA / VALÈNCIA","CARRETERA TAVERNES LLIRIA KM.40 KM."
"ESTACIO DE SERVICI EL REGAIXO","VALENCIA / VALÈNCIA","CARRETERA CV-5202 KM. 1"
"BP VILLANUEVA","VALENCIA / VALÈNCIA","AUTOPISTA V31 KM. 253"
"BIOMAR OIL","VALENCIA / VALÈNCIA","AVENIDA RAMON Y CAJAL,97,"
"BDMED","VALENCIA / VALÈNCIA","CAMINO VIEJO DE RUZAFA, 418"
"VCC CATARROJA","VALENCIA / VALÈNCIA","CALLE CAMI DEL PORT, 201"
"REPSOL","VALENCIA / VALÈNCIA","CR  A-3 P.K. 266,1 M.D."
"STAROIL","VALENCIA / VALÈNCIA","AUTOVIA A-3 KM. 270"
"REPSOL","VALENCIA / VALÈNCIA","CARRETERA CV-35 KM. 67,5"
"LA UNION CHIVANA","VALENCIA / VALÈNCIA","PLAZA ANICETO BLASCO, S/N"
"REPSOL","VALENCIA / VALÈNCIA","AT A-3, 337"
"COOPERATIVA AGRICOLA SANTA BARBARA","VALENCIA / VALÈNCIA","AVENIDA BALNEARIO, S/N"
"SAN ISIDRO COOP. V.","VALENCIA / VALÈNCIA","AVENIDA DR. SANCHEZ URZAIS, 28"
"GALP","VALENCIA / VALÈNCIA","CARRETERA N-332 KM. 246"
"PEGASOLINA STAR","VALENCIA / VALÈNCIA","CALLE AR PRM-3C/TERCIARIO, 14"
"CARREFOUR","VALENCIA / VALÈNCIA","CARRETERA CULLERA SUECA KM. 1"
"GASEXPRESS","VALENCIA / VALÈNCIA","CALLE TURIA DEL, 2"
"PLENOIL","VALENCIA / VALÈNCIA","CARRETERA DE RIBARROJA KM. 55"
"GASEXPRESS","VALENCIA / VALÈNCIA","CALLE TUEJAR, S/N"
"REPSOL","VALENCIA / VALÈNCIA","CR VV-6104, 6"
"CARREFOUR","VALENCIA / VALÈNCIA","CALLE TUEJAR, 39"
"OPTYME SELF SYSTEM","VALENCIA / VALÈNCIA","CALLE TUEJAR, 22"
"COOP LA VIÑA","VALENCIA / VALÈNCIA","CALLE BARRANCO, S/N"
"GALP","VALENCIA / VALÈNCIA","AUTOVIA A35 KM. 11,000"
"BP A35 FUENTE LA HIGUERA","VALENCIA / VALÈNCIA","AUTOVIA A-35 KM. 14,1"
"GALP","VALENCIA / VALÈNCIA","AUTOVIA A-35 KM. 11,000"
"GRUPO CIRUGEDA COLOM SL","VALENCIA / VALÈNCIA","CV660 km 8"
"(SIN RÓTULO)","VALENCIA / VALÈNCIA","CALLE PATROCINIO, 27"
"GASOLWIN","VALENCIA / VALÈNCIA","AVENIDA ALACANT, 126"
"REPSOL","VALENCIA / VALÈNCIA","AVINGUDA LA VALL D'ALBAIDA, 55"
"VCC GANDIA","VALENCIA / VALÈNCIA","AVENIDA DE LES PLATJETES, 1"
"SAFOROIL","VALENCIA / VALÈNCIA","AVENIDA BENIETO DE, 8"
"REPSOL","VALENCIA / VALÈNCIA","CALLE SANT RAFAEL, 7"
"AUTONET&OIL","VALENCIA / VALÈNCIA","CAMINO VELL DE DAIMUS, 12"
"CARREFOUR","VALENCIA / VALÈNCIA","CARRETERA DE DAIMUZ S/N KM."
"BALLENOIL","VALENCIA / VALÈNCIA","CAMINO VELL DE DAIMUS, 1"
"GASOLWIN","VALENCIA / VALÈNCIA","POLIGONO POLIGONO INDUSTRIAL, S/N"
"V.C.","VALENCIA / VALÈNCIA","AVENIDA ESCULTOR ANDRE ALFARO, 2"
"(SIN RÓTULO)","VALENCIA / VALÈNCIA","CAMINO CHIVA, S/N"
"SERVICOOP +","VALENCIA / VALÈNCIA","AVENIDA DE LA DIPUTACIÓN, 2,"
"SERVICOOP","VALENCIA / VALÈNCIA","CALLE TABERNES-CHIVA, 13"
"ATUNOIL","VALENCIA / VALÈNCIA","CALLE UE SECTOR ST-1, 13"
"BENZINERA VIDAGANY","VALENCIA / VALÈNCIA","POLIGONO PLA DE RASCANYA, 12"
"E.S. MONTECOLLADO S.L.","VALENCIA / VALÈNCIA","CARRETERA VALENCIA-ADEMUZ KM. 26,200"
"COOPERATIVA DE LLIRIA","VALENCIA / VALÈNCIA","CARRETERA ALCUBLAS , KM 2.6"
"GALP","VALENCIA / VALÈNCIA","AUTOVIA CV35 KM. 32,5"
"REPSOL","VALENCIA / VALÈNCIA","CARRETERA VALENCIA-ADEMUZ KM. 23,3"
"EDETAGAS","VALENCIA / VALÈNCIA","CALLE VALENCIA,"
"HAM","VALENCIA / VALÈNCIA","AVENIDA DELS FUSTERS, 42"
"GRUPO LARATRANS","VALENCIA / VALÈNCIA","CAMI MASIA DEL CONDE, S/N"
"PLUS-24","VALENCIA / VALÈNCIA","POLIGONO FINCA EQ SECTOR, 9"
"BÚHO GAS","VALENCIA / VALÈNCIA","CARRER DEL MAESTRAT, 7"
"PETROPRIX","VALENCIA / VALÈNCIA","AVENIDA MAS DE L'OLI, 8"
"RIBERCOST","VALENCIA / VALÈNCIA","N-340 km 867.50000"
"REPSOL","VALENCIA / VALÈNCIA","AUTOPISTA A-7 KM. 659,8"
"REPSOL","VALENCIA / VALÈNCIA","AUTOPISTA A-7 KM. 659,8"
"CARREFOUR","VALENCIA / VALÈNCIA","CARRETERA DE GOMBALDA, CV32 KM. 0,5"
"HAM","VALENCIA / VALÈNCIA","CALLE CID, 1"
"BP CARY II","VALENCIA / VALÈNCIA","AUTOVIA CV-31 KM. 9"
"BDMED","VALENCIA / VALÈNCIA","AVENIDA GENERALITAT VALENCIANA, 14"
"BP CARY 1","VALENCIA / VALÈNCIA","AVENIDA PISTA LA, 2"
"COOP.+SAN+PEDRO","VALENCIA / VALÈNCIA","CALLE SEQUIA, SEGON BRAC PARCELA, 52"
"BALLENOIL","VALENCIA / VALÈNCIA","CALLE POLIESPORTIU, 5"
"AUROSERVICIO CIRUGEDA 24 H","VALENCIA / VALÈNCIA","AVENIDA HIJAS DE LA CARIDAD, 69"
"E.S.METROARTE MONCADA","VALENCIA / VALÈNCIA","CALLE QUART, 72"
"BP CHASAN CAMPOS MONTSERRAT","VALENCIA / VALÈNCIA","AVENIDA BLASCO IBAÑEZ, 75"
"RED OIL","VALENCIA / VALÈNCIA","CAMI REIAL DE GANDIA, S/N"
"SLH-REPSOL-MUSEROS","VALENCIA / VALÈNCIA","AVENIDA BARCELONA, 49"
"SLH LOW-COST MUSEROS","VALENCIA / VALÈNCIA","AVENIDA BARCELONA, 49"
"AUTOIL LOW COST MUSEROS","VALENCIA / VALÈNCIA","AVENIDA CONSTITUCIO, 36"
"GASOLWIN","VALENCIA / VALÈNCIA","CALLE BOREAS, 1"
"GALP","VALENCIA / VALÈNCIA","CARRETERA N-332 KM. 193"
"LILA ENERGY","VALENCIA / VALÈNCIA","CALLE RAVALET-CHAFLAN AV.DIPUTACION,"
"MAS DEL PI","VALENCIA / VALÈNCIA","POLIGONO EL CARRASCOT, S/N"
"FAMILY ENERGY, S.L","VALENCIA / VALÈNCIA","AVENIDA TEXTIL DEL, 58"
"GASOLWIN","VALENCIA / VALÈNCIA","POLIGONO SECTOR CASA BALONES 1, 3"
"GASOLWIN","VALENCIA / VALÈNCIA","AVENIDA TEXTIL DEL, 78"
"VCC ONTINYENT","VALENCIA / VALÈNCIA","AVENIDA DEL TEXTIL, 79"
"BALLENOIL","VALENCIA / VALÈNCIA","CALLE ACEQUIA FAVARA, 5"
"CAMPSA EXPRESS","VALENCIA / VALÈNCIA","CARRETERA BENETUSSER KM. 80"
"NITROIL","VALENCIA / VALÈNCIA","CALLE ACEQUIA DE ROBELLA, 11"
"BALLENOIL","VALENCIA / VALÈNCIA","CARRETERA BENETÚSSER KM. 57"
"TRES CAMINOS SL-DIV.LA CAÑADA","VALENCIA / VALÈNCIA","CR PATERNA-LIRIA km 3,9"
"E.S. METROARTE","VALENCIA / VALÈNCIA","CARRETERA VALENCIA-ADEMUZ-PEIXADOR KM. 10,200"
"VCC PATERNA","VALENCIA / VALÈNCIA","CALLE ALGESPER, 2"
"ELDISSER","VALENCIA / VALÈNCIA","CALLE ALGEPSER, 68"
"CARREFOUR","VALENCIA / VALÈNCIA","PARQUE TÁCTICA URBANIZACIÓN NORTE, S/N"
"GALP-3 CAMINOS","VALENCIA / VALÈNCIA","CL MAYOR  57"
"MIGUEL PI","VALENCIA / VALÈNCIA","CARRETERA VALENCIA-ADEMUZ KM. 9700"
"BDMED","VALENCIA / VALÈNCIA","CARRETERA PATERNA - LA CAÑADA KM. 2,2"
"BZ ESTACION DE SERVICIO","VALENCIA / VALÈNCIA","POLIGONO P.IND L'ANDANA; C/ NUEVAS TECNOLOGIAS, 4"
"TC CAMPILLO","VALENCIA / VALÈNCIA","CALLE VILLA DE MADRID, 61"
"ESTACION INTER PATTY","VALENCIA / VALÈNCIA","CALLE OLLER, 5"
"DIESELF","VALENCIA / VALÈNCIA","CALLE CAMI FAITANAR, 6"
"A2OIL","VALENCIA / VALÈNCIA","AVINGUDA PEÑES MALES, 12"
"BP PICASSENT","VALENCIA / VALÈNCIA","CALLE PARIDERA, 2"
"TAMOIL","VALENCIA / VALÈNCIA","CARRETERA VP-3065 KM. 18,4"
"COOPIC","VALENCIA / VALÈNCIA","CV-4140 km 1"
"Q8","VALENCIA / VALÈNCIA","AVENIDA ARAGON, 3"
"S2","VALENCIA / VALÈNCIA","CALLE AUGUSTO DANVILA, 181"
"PETROPASS","VALENCIA / VALÈNCIA","CALLE POETA LLORENTE, 172"
"RED OIL TEC","VALENCIA / VALÈNCIA","CALLE POETA LLORENTE, 202"
"GASOLEOS LA ELIANA","VALENCIA / VALÈNCIA","CALLE BRUSELAS, 13"
"GASOLEOS LA ELIANA","VALENCIA / VALÈNCIA","CRTA VALENCIA-ADEMUZ km 20,600"
"REPOSTA EXPRESS","VALENCIA / VALÈNCIA","CALLE ARTESANS, 1"
"PUZOL","VALENCIA / VALÈNCIA","CARRETERA N-340 KM. 18"
"PUÇOIL","VALENCIA / VALÈNCIA","CALLE SALZES, ESQUINA A CALLE LLIMERES, 1"
"BDMED","VALENCIA / VALÈNCIA","CAMI DEL MAR, S/N"
"GALP","VALENCIA / VALÈNCIA","AUTOVIA A7 KM 311 KM. 311"
"VCC QUART","VALENCIA / VALÈNCIA","AVENIDA DE LA SALETA S/N, 1"
"GALP - AMERICAN PETROL","VALENCIA / VALÈNCIA","AVINGUDA COMARQUES DEL PAIS VALENCIA, 103"
"BP AMAYVI I","VALENCIA / VALÈNCIA","AVENIDA COMARQUES DEL PAIS VALENCIA, 156"
"BP RIU TURIA","VALENCIA / VALÈNCIA","CALLE ALITRA, 2"
"QUALITY GANDIA","VALENCIA / VALÈNCIA","TRAVESÍA TRAVESIA DE ALBAIDA, 10"
"BP","VALENCIA / VALÈNCIA","AT A-3, 281"
"CEPSA","VALENCIA / VALÈNCIA","AUTOVIA A-3 (MRG.IZDO.) KM. 283"
"GALP - AMERICAN PETROL","VALENCIA / VALÈNCIA","CALLE TRANSPORTE, 9"
"REPSOL","VALENCIA / VALÈNCIA","CALLE MALLORCA, S,N"
"REPSOL","VALENCIA / VALÈNCIA","POLIGONO EL OLIVERAL, 2"
"E.S. EL OLIVERAL A-3, S.L.","VALENCIA / VALÈNCIA","P.INDUSTRIAL EL OLIVERAL SUBPOLIGONO 2 (C-NIII km 341)"
"INERZIS MOBILITY","VALENCIA / VALÈNCIA","CALLE MAS DEL PENYOT, 5"
"SERVITRANSPORT LA VALL","VALENCIA / VALÈNCIA","AVENIDA DEL TRANSPORT, 8"
"NATURGY","VALENCIA / VALÈNCIA","CARRETERA DELS PEDRAPIQUERS KM. S/N"
"IDS","VALENCIA / VALÈNCIA","CALLE PICAPEDRERS, DELS, S/N"
"U.S. ASG SL","VALENCIA / VALÈNCIA","POLIGONO POYO DE REVA S12, S/N"
"PETROPRIX","VALENCIA / VALÈNCIA","AVENIDA FAUSTO CARUANA, 59"
"BURAN ENERGY","VALENCIA / VALÈNCIA","AVENIDA DE LES MORERES, S/N"
"RAPIDFUEL","VALENCIA / VALÈNCIA","AVENIDA DEL PUERTO, 36"
"CEPSA","VALENCIA / VALÈNCIA","CARRETERA FAURA-CANET S/N KM. S/N"
"OPTYME","VALENCIA / VALÈNCIA","CALLE VALENCIA, 110"
"REPSOL CARBURANTES SAGUNTO","VALENCIA / VALÈNCIA","CARRETERA V-23 KM. 3,700"
"REPSOL","VALENCIA / VALÈNCIA","POLIGONO PARCELA 37 POLIGONO 69, 37"
"CARREFOUR","VALENCIA / VALÈNCIA","CARRETERA SAGUNTO-PUERTO SAGUNTO KM. 2"
"CEPSA","VALENCIA / VALÈNCIA","CALLE VALENCIA, 106"
"CEPSA","VALENCIA / VALÈNCIA","AVENIDA PAIS VALENCIANO, 27"
"SAGUNTO GAS","VALENCIA / VALÈNCIA","N-237 km 1,50"
"ENI","VALENCIA / VALÈNCIA","AUTOPISTA AP-7 (MRG. IZDO.) KM. 479,5"
"ENI","VALENCIA / VALÈNCIA","AUTOPISTA AP-7 (MRG.DCHO.) KM. 479,5"
"CARBURANTES SAGUNTO","VALENCIA / VALÈNCIA","CTRA V-23 km 3,700"
"BDMED SAGUNTO","VALENCIA / VALÈNCIA","CALLE BENJAMIN FRANKLIN, 1"
"BENZINA CARBURANTES","VALENCIA / VALÈNCIA","AVENIDA JAUME ROIG, 8"
"GASOPRIX","VALENCIA / VALÈNCIA","CALLE PADRE CLARET, 97"
"REPSOL","VALENCIA / VALÈNCIA","AVENIDA HISPANIDAD, SN"
